ProductID,UserID,UserName,Rating,RatingCount
B07VSG5SXZ,"AFWKYTQRPXNGB7RII7ZH7EABC7EA,AFKODCETW6PO3PQ7T2D6SFHRFB4A,AER7Q5G4K2TF5X74DYBJCEEQ3VZQ,AHWVJOF4IVRKFY6RJRSBQ2L6ZXQA,AGQNVTJBYS6YFCNDPYBR3HDTR3AA,AHKU2XWNLBBW2KOKNZIHMUNHUIXQ,AHJBBVKQXUKF5QSQASCVFPWQGSTA","Amazon Customer,Gowthami,Pradeep sp,RS,Dr akank,Bookcritics,K.Singh",4.1,24
B08RWCZ6SY,"AFUR3EWCD6OMWNI7EGYK62PDJL6Q,AFVKECCQ756MXVGQDFS3JMEKXUMQ,AGMXRWYEJX5URWOJFL6BVNS33A4Q,AHEHBCTR33JSVI4LYVXGDRE7E6UQ,AHYTRVWVQPG2TVM4E45YUD2753AA,AGDOV2OBW4Q2SW6IIJIZNVB76TXA,AFA3LPNRI5HE56NA7IV3NN4KYJ6Q,AGJX72ZLJFKML3LS6N7WXRA4RF3Q","T A Rajagopal,Anesh,Anoop,Amazon Customer,Vikas,Ajit kandiban,Bala Subramanian,KRISHNAA",3.9,254
B07KSB1MLX,"AF5XVR5OXJ67BJZGIOYFMQDQIGGQ,AGKGXJAEWW2YJUFZPBBJMTXB5JCA,AHWBGFXMQMPMLIRTEOZC23QT2FWQ,AEVYQ5XCKNYAC4L27BDFVMWT6TCQ,AFNM7CC3WVFADEY2HU4FUG2PQVSA,AG5LTALCLRJRNBK3W4P5EODKPLSA,AGUJKURU5LKSDMIBLC2AYZHJZCHA,AHPJLCH4PJJ5CD53KTXAAXRLV4ZQ","Amazon Customer,Sarma P,Ravindra Deodatta Dhond,Abhineet Chandra,Abir Choudhury,Shinto Mon,Amazon Customer,Suvam seal",4,3565
B081FG1QYX,"AH3ZH5IE4MTFB3T33O3QSGLU4BBA,AEQHHPCXUH4O5BS4VOQNDBTAAORQ,AFMIGQ3PROFIPTSPVGLBI5XEXCDA,AE2YKXGI2XFOVDHNL6FF2RQAZ55A,AFID7FPYXSKYIQ4TXVZRJLDCTNWQ,AEH3VHBR2ECN647RYG3VNMASKBWA,AEZCPNPTW4BIFN7P2QFA3ML4ZKUQ,AHJHV3JIPUMAT274GIFQKJPKXNMA","SMG,Rohit,roy,Sukumar Ballavolu,Jeeva,Sirajdurvesh,Adhikundhan,Manjit Kaur",4.3,6255
B08R69WBN7,"AEGZSNGSJJAEMJ3RRNVZTKUILOHA,AGX46OTZ7C4VDXH4UA7ZAZIZUMYQ,AEDLLY6JXNCVYIW227SBCPVYHNUA,AGTJ44UNO6K5X567YLQPYGN3TV4Q,AFYCBABBI2GCQRSCKIRHPLQNO72A,AG55XGEMTFKS7BXQTNFKHFTMMW5A,AGQYGAK76B74HUWOOUOFTXH2LAZA,AHFHIY2KE5PQIJ6H7PKV6N7OLIZA","Vijayan C V,Sanjay P.,keshav,Dharemesh K.,Amazon Customer,Rajesh,Sagar Yadav,Vaibhav",4,7732
B0B3RHX6B6,"AFYQPTD6YGHPLNTGAOUBK6JTRVTA,AF7NWNWMLKRURHMLHTZXO6TYO4ZQ,AGUGVM4ITHDG6NIND6XEJSQA5O2Q,AHEXJDFOBBLZVPEDL32XHOAEZ2ZA,AEERA3TDMJGDMFA2NSPWSU5DUYNA,AGPLW74W3HJTC3ICBNN3R6MIHFMA,AFH75FMWPZH6ZQFZREPWZDS7FEKA,AGXSFZZKVHNWYTRTFYE3O766ZHVQ","Nik Xavier,Muhammed Ali Faizal,Debanjan,Satyam,Sanchit,Niraj K,shankar,Mohana",3.9,57
B084N18QZY,"AEMJJNJTRB4DQ2EMQQRJ6N2SC2XA,AFEPOALC3FJQEMM2E5SK2EEZFXGQ,AHZ735URYHBXW26225HDL7K7OB7Q,AF3USN76IP5JHXKWGCXZ4JL5FWTQ,AECUDCUUNINQYLQOYTKNXGMYWIDQ,AFN7F4VMFMSGDUDUIRMKKWLH75QQ,AEXWFIXSKJG3JJO56XGKHSMF3VAQ,AF6HB6GYUYNZ4G4FDTQIGQK76WSQ","Khan, BA,Vaibhav,ANIL KUMAR AR,aditya,Renga C,Amazon Customer,K J Sudarshan,A.M.",4.5,577
B081NHWT6Z,"AGAVEOWLSMUI7WPD3OHUVNHQ233Q,AHE2QUNIF2AZCEMTCYWKMFNEWDCQ,AGKURQGQGENCRFFBWSO32XS4ZGZQ,AHHE2EJE6HYXFVTGS6KJ37YP3K2A,AEOKRUZ72RVUNHVMWHU5SFP2NXKA,AFLMVNHSWNI2JPAMQKSOKJPAKHMA,AGUHOLJYG2HCK2BYPUP7F5VH23GQ,AH5VFMT4UVRW3RSEXEPXBDEGWBSQ","Pinky,girish,Sajin Thomas,Amazon Customer,Kindle Customer,Sanath Menon,Pranabesh Ganguli,brijendra",3.9,1193
B07JPJJZ2H,"AGKNFVSMZCSEFHPASWFBOIYKRZJA,AERBQW23ELEQZRWXWOW5EFQ2AA7Q,AE6T7WGZSJSYC6C44JF6AJLJDOCA,AFAI5BPCMNB5QLJ2T5WCKGA5U2DQ,AGFEJBFF3L7ZFO3MWAWARDIZZ4QA,AFGPABA7HWGCWXXWZV5QOIOZY77A,AHYITN5O5VRJ4GJVYGJW3W6TRM2A,AG67C3ZJMVIGQPZOJS5PISM3QF6A","Pratik,Amazon Customer,Abhishek,Derrick Angelsz,Prakhar gupta,Harshal Mehta,Bhanu Vardhan,Rajesh",4.2,13120
B09JKNF147,"AGSMOEVIV64A236CLW3B5JHPYQIA,AFRQJEYVSY2LOMYVJL5BXH3RP23A,AFFEO6RPTLDT5MMTV2OVV4H6PEQA,AEFJJHEDW3VJRIQANBUZTZNYCOPQ,AGZT5PONY6EVMJE2FLZV6WDQJ4FA,AHQCJNQP36RHELFJEJ67R6KZ76CQ,AGYEJRMI35FOWDV7JK76YPMMQDDQ,AH4GBZYOUGBQQ2XQQHY6WKQZTIKQ","MANIK SK,Niranjan,renpuppypaws,Ayushi sharma,Kat,Krishna Mohan Dubey,Gautam,J.S.",4,343
B0B9959XF3,"AEJGEJAGW7MDJMBVY7KB7KBKIYYQ,AEWP2ARX3R62X4MJMBO4JOPOMU7A,AHH2JUMVFGEUJXW5SFUOAIRZBVJQ,AEB5LUPJLVMRBV2DQYWOLGIC2OXQ,AEJXPNJR72TG3IKARG3ZCXGKY3UA,AFTIMMFTREPXAX7JBY4O4JOW7MSQ,AFRT52TVMDMKOXEASI2BPC7TACFA,AEDPXMYWKEF2FFU4P7JUPNRVWU3A","Moon Tej,Aditya sikarwar,P kanaka raju,Ajay,Pramod K.,Lalpi Sektak,RAM JI GUPTA,Siva",4.3,1611
B09PNR6F8Q,"AHPG3AAPVL7HKSID4IPJ5MDAMAJA,AFBWMQUWPLCXK5D4A35AZBEZVRNA,AH6RSKPDRXTY7FU32MGPKOFN4PAQ,AHFXY4LR6WSLCD65WDSXNI3FXMIQ,AHLZWB73EYRXKYYJMEGIUMTZ7BYQ,AGBA6KKPYVJU2TU52GK575YXMSCA,AFLFEMT6PKT5TYRSSFSGKZH76GJQ,AHEGXONYVJHACY73DVEU4O5AH4SA","Ajinkya M K,iggi,Sivajit barman,Sarath RadhaKrishnan,Handsome,sahadev,Ravi Yadav,Rahul Sharma",4,6558
B07M69276N,"AGYAPOCHJTBVSKV3GSONJ7VXL3PA,AGZOJCTR6UIB4LRZ4Y7HTXOXSKVA,AFSJHOXX5LIYZEVAMQ4SXKCYHWQA,AFUAHYLSRN2FHN55BF4DN2KIACBA,AFGPRRCCLCHA7EEQRXPRLTJPAQ7A,AGZJ7DR6QX66HBTFZ4IRO5RGM6VA,AEWYTXQFQRBUHADGAXC4CPPNDBYQ,AEGCMA54O4ML7L2XAVP4BCKXBHLQ","Shweta Bairagi,Sarathi,Abhishek,AAR,Deepak Rai,Shefaz,Nilesh P.,DEEPAK",4.4,23169
B0B1YZ9CB8,"AFSMISGEYDYIP3Z42UTQU4AKOYZQ,AF5ILQY4KFDTO5XHHBJ42W5DXCZQ,AFBK3X6D3AHEHSYYXPL4L6JEMSLQ,AFNB6YVNGE6IT3AWQVSIG2TJ5L3Q,AGGKMIGXUM3JRNVY7HZ3JHPJ7WTQ,AFMECPERM2GI2XQJSBWEPZKODISQ,AETPKXNOTUEX5GH7WL7XQHDR5M7Q,AERFCJ6BOMVO5YW5XM5Z2ESOIK3A","Ayush,ROHIT A.,Kedar,Haran,Santosh Ghante,KRISHNENDU,Harindra,sangamesh",4.3,4703
B09YLYB9PB,"AGU76WKSU62DUNTPCMTC4FCUNRTQ,AEOVR6JEQTAC77BXE5AJMWJGG5PA,AFIFHW5QMFMTWXNZ2JORBMINL3CQ,AG36G3XPHERLKRDG7XYQ2IWJWPIQ,AFEOAY5PB4XEYIOL6DY5WJBOYSKQ,AF2EHSXFZWWS2YEN22DV2ZCJDZZA,AGUFRJ5TPSUUBZBNRWHDRJV4VMQA,AGYEIMSVEDOLA2OV3DIOGX2IMCBA","Actual user,Shanti lal Gurjar,Gowthami,Amrut K.,chetan tandel,Mwnzil brahma,Amazon Customer,Karthik",4,1423
B08CTNJ985,"AFVNMGQ2XHQL55BFESLIHGPCW6LA,AFRUZM3EU3T6M7HFW6MUXQKJBZCQ,AHJB3PWCLPLMFBNCOPP5AM3TSXOQ,AEXFWMXY2NPLRI3QKEROSZZJWUAA,AHSN2AJ6A7NQLUJMH7YBD6WG7L5Q,AHKEHV7YSGK2ZCMEUQYS6LJNURKA,AGLZGGJLEO2WGEMX4KZCFNEJX64A,AHTHJF5RGJRHAKXOHA6Q2ZFKXOWA","Soumya R.,sivaramakrishnan c,shradha nair,Mohammed Rameezuddin,AR,Vivek,Riyas R.,Amazon Customer",4.3,2651
B0BP7XLX48,"AF7EOXYL5K36BDP6PXF6K2TL5TPA,AEN7NV2P5WNHM7EXCWWWES43N3PQ,AFFCNMMFC5VPKDGX5FGNODAS6Z6Q,AFQJM63Q7OMAP62BP3TB4YQEZAXA,AGN5DA5YJ2ZNRT47PCFQTDEDEHNQ","Amazon Customer,kamal sahota,Pankaj,luvsmplcty,kanta",5,5
B09LHXNZLR,"AG2Q7FISK54KBSPHF7CNNGZ3GLNA,AFFYX3FR3SF4JOIN7FIPEVVTIRMQ,AFUBGC56G63INVGIAA2OOMZDRLTQ,AEQWGO62V6K2GSMRMFGRW35NBTQA,AF7USQ27RIKU5ABXWZG2WFECW7JQ,AGZT5FACORYIGQP6G2H2CS6HEMTQ,AFUQWSUM2FGNLHU45YUKN3QAEFHQ,AHVGMS3MGWLQZG2IR34ENSS4UX4Q","POTNURU RAJINI,swapnil mohit masih,Suryansh Bhargava,I.KANNAN,Prakshobh,karthikeyan,sandeep kumar,Abhiram Ganesh",3.7,612
B0B3N8VG24,"AHIKJUDTVJ4T6DV6IUGFYZ5LXMPA,AE55KTFVNXYFD5FPYWP2OUPEYNPQ,AEBWA5I4QFCA3P3OBEPMELBGN4GQ,AHMGAC6QM62UXNEOCZIHLHSXPP2Q,AFHROSCGIXUPV3FYQ7H5QOD46Q7Q,AEAMIR3CMSA32IDEINSJKHRNANTA,AF355FTXYAKFH5NYPRTE7SL3WO3Q,AG5DWPD54QGSLWJ6QUFERLPNAX4Q","$@|\|TO$|-|,Sethu madhav,Akash Thakur,Burger Planet,Justice ⚖️,indrajyoti d.,Aditya Kumar,E.C.GEORGE",4,9378
B08PSVBB2X,"AFAQLRAKYASFXOQP7MS6SZK4STIQ,AGGQ72HVXMSQN3ZPGCFUB47QYUVQ,AH5Q2T67DWA5P5DG3FGMWEZ2ES3Q,AHSQNNZHM5HQAGN5EY2JJAA3EWGQ,AEZ3OTGG6TXB5HGKYC3OIELYECPA,AGVBLW36Z5EAOHMLSSU23UQMTUDQ,AGHPFBXJ7QGWVIHXEUBS5Z7F52WQ,AGOWRLSBPAVLJONO6CNUFO3QABZQ","Abhay Goyal,Apurva,Shilpa,Vishnu Narayanan,Kushagra S.,Rogin Cherian,Amazon Customer,Jay d.",4.1,2685
B0B3MQXNFB,"AHIKJUDTVJ4T6DV6IUGFYZ5LXMPA,AE55KTFVNXYFD5FPYWP2OUPEYNPQ,AEBWA5I4QFCA3P3OBEPMELBGN4GQ,AHMGAC6QM62UXNEOCZIHLHSXPP2Q,AFHROSCGIXUPV3FYQ7H5QOD46Q7Q,AEAMIR3CMSA32IDEINSJKHRNANTA,AF355FTXYAKFH5NYPRTE7SL3WO3Q,AG5DWPD54QGSLWJ6QUFERLPNAX4Q","$@|\|TO$|-|,Sethu madhav,Akash Thakur,Burger Planet,Justice ⚖️,indrajyoti d.,Aditya Kumar,E.C.GEORGE",4,9378
B08XMSKKMM,"AHSDVZ3ZSHUMFGDLVVGATDIWKHTA,AEYTPTAYCRD42I77UZFV7KVD4GGA,AHSUJTBY4LOJ4QCAXODSHFIFYEHA,AHGI6HOOKQ4KIORVS3SSRROYIXLQ,AHPDJNXQO6ET2TFU5L52BHLTRY4Q,AEXCDW6DBTQ42FQZZ5O4MUVOCWZQ,AFY3G76SQQTSCLM7WVE3JWFEP5DA,AGDK7O4R637II4QUCKENDONJGV4Q","ravi,Alex,Vineet M.,chakri,Siddhartha Bayye,Samscruthi,Paul J.,thrinath",3.3,576
B09L8DT7D6,"AHMHM5EFODDANIMBHGM2T74BEJHA,AFRL737KHHDPUBLDGKMHQPVCG3SA,AG4E4F2EYMDWT5COA2MPYFF3DY2A,AEACBJY3IOIQP26VSSYJH4IGFDXQ,AFHE3U3LPV6QO6GVKLGXRFCH3YLQ,AH33YNJUF6TNUB2CJTLGAJX4G6DQ,AFQ5SND6JJSAXPAIZSEROSRORP4A,AEFXOSV5LSFQVAI3FYKVECIQ2YKA","S R.,JK,balaji,kishore,SANJEEV SINGH,Mrs Ali,palangthod laxman,Aditya Abhishek",3.8,313
B00GE55L22,"AFHDJKCENRGUUZD2EYH6VDCJO5SA,AGHWZ6VIDNDWZOTO6YROX62J5CGA,AGFR664PXRCRSQRQDL24BDLOAQSA,AF34O4J6KAXDARBDMH2WQ3K6RVNA,AG6MBOHY6DAS5HA35XTBSFMJZKPA,AHX27HPT4SMOSCOOEJKZYKUIWN2A,AHP5XVXHFNOISFJBZ3NQX75EC5QA,AERIT7L44J4U5ZOSUK2JOSJF67PQ","Abhirup,SHANMUGANANDA RAMAN,Srijit Kundu,sunny,Asif Chaudhary,Sandip savaratkar,Aman Kumar,rajesh patel",4.1,2957
B0162K34H2,"AHPAC3MT3XXV27WWU7U5AN7RLCXQ,AEC5BUE7IZ7BJDWQBTHSZ5NTBMRA,AFBJVGLPQD4P3VWFKPHEYOYSU3SA,AHNNGQDCQ6UGEBUXIL35RRKQKZZA,AF43XSTGWBWDM3ZV7RRKWMAHPVCQ,AH5JWG7PISZWAT76DY5Y76KRU2OA,AEATXOF4DX2VJQQBD2OLGA6WD2NA,AE4YTBWL7JODU6DEWIW2PTUQ5XPQ","Aaditya,Ajinkya Kumbhar,Sanchada,Shubham,Gaurav Bhatt,Aditi Shetty,Deepak,Himanshu",4.1,6736
B0B8SRZ5SV,"AF2IRSQZKMBGX44YDNUPYRHWXOZQ,AF6VSSXOI3Y4PZCNRJ3L27NCXPYA,AHQKC4MLLVOPBTKJFDBGTXFRKLYQ,AGX5ELLH3KJJ4CY2DJJOXDSOEI6Q,AGJ23TWSY6YFMAVSEAOAUEWO4QLQ,AFOHB4M2RWSUQ3SSZWPMD2FPH6PQ,AFVHKKOI25DAQSETPL7Z5W5SIVUA,AE55WJERHR4C7SEAIWX4JJHFSZBA","Wraith,Krishna Engineering,Kindle Customer,Deeps,Chintada Bhaskar Rao,FH,Vasudev,Done Chandra Mouli",4.4,13552
B07CWNJLPC,"AGPOYBESW4JLTMELJLGMLV4JKJEA,AGJ2XZ2PPFHMYQ54KPSUGDLHTOIA,AEPLOFVKFHPQH4DFHKQXGKWL24NQ,AEXK3LPRGQWVMCIQZGHHJUBHHAZA,AG3J2PDHKL63SV6RT5SZKPHEJM7A,AHNO42W4KBB6YAKX3VZKVCLI67DQ,AEGCEHUVRPOYDRJHI4UJVB2XY6FA,AEQ5ZXLEZFYS2Q7GBBW6IDJTH5GQ","Gaurab Chakraborty,Pratik Patel,Rahul sharma,SEKAR,Nilesh Madhani,Saurabh Dongre,s s.,Sumit jogade",4.3,5451
B00NH12R1O,"AEWPCJ6MCXV32JXQHYGODOOEIJNA,AGFSVYPXDMWJWF53N4TWY3SNOA2A,AGAI5NULVI4W3QO5HBFOWS5S6TDQ,AGLP2ACOBJSBZ276KMDD733NQQFA,AFERMHRNZA7G7HIN2RS6LAQHZOWQ,AGLZSXEKXHXVIG5UQTP4ZSZ7GLTA,AGZIS7T3EPMSPXWTCFAMAOA5Z6UQ,AER4JCC2IQBXMZOIVCLZCAKLPBTA","Partha biswas,kamlesh S.,Nageswar,trishal patel,Ram,Aman M Nath,Venkataramana Chalamalasetty,Debashis Das",4.3,10911
B0B8SSC5D9,"AF2IRSQZKMBGX44YDNUPYRHWXOZQ,AF6VSSXOI3Y4PZCNRJ3L27NCXPYA,AHQKC4MLLVOPBTKJFDBGTXFRKLYQ,AGX5ELLH3KJJ4CY2DJJOXDSOEI6Q,AGJ23TWSY6YFMAVSEAOAUEWO4QLQ,AFOHB4M2RWSUQ3SSZWPMD2FPH6PQ,AFVHKKOI25DAQSETPL7Z5W5SIVUA,AE55WJERHR4C7SEAIWX4JJHFSZBA","Wraith,Krishna Engineering,Kindle Customer,Deeps,Chintada Bhaskar Rao,FH,Vasudev,Done Chandra Mouli",4.4,13552
B08WKG2MWT,"AHL2CPZ63TFC3VB3RUVZVPFC2YZA,AG6X53SP2LB733ON4RXI3T7Y354A,AGR6UE4GCJKWO64UOIRUNFUGTL7A,AEIDO6I6DOUJAKJX6VR6C2PC6ETQ,AGI2Y5SCA6G6LPHLNAJOLCNAMEJQ,AFRCI27IITJW4I7XDL5GNZUQPZTQ,AHVKJVDTF5KCHA5NBPFC7QJAMHJQ,AEAOO4M764H7IQUU3CTHRMQBB4SQ","sameer Dubey,virender,Amazon Customer,Jay,Siddharth,Kaveri Pramod,Ravinder yadav,RAKESH SWAIN",4.3,2806
B0B466C3G4,"AEG3HYLEKKRSE4WITBF2CB2GIAXQ,AHCMDZCOEHHFNRRHB5JWYUHB4EPQ,AFSJH35U6ND5BYT4CMS3YEXD2SCA,AET7HLYPQNGDUWJNLVPO5KYDMZ4A,AHWVKM3B5KFR7XAANZJTEZB775RA,AHIFXLEEJ4LZAFB52LVWNFMQXH4A,AHA6IGKITMTWNGMDKC5TWWYEONMA,AHALAMTLZTXNZSY6G53NYJFEHLZA","Sunil Jeurkar,Bhashker kumar sangahi,Raju,Food street,Sanjeev,Maksud Ansari,Venkatesh HH,khem chand",3.9,350
B005LJQMZC,"AG44ZU44LAA7BHECDW5VB2ZMEP2A,AGP33PWKFF63FWCVM7D7LPQHFGLQ,AGVLBEJH5PAT5HSTWGHSFXU5D5ZA,AFTC5SKWCK3WMQKPPUNHEUCBJVLA,AGICMMOTS42OFSDTZOVJ4C5P3LEA,AE3GIVX24R4R67DU2MXLX24XYCIQ,AEL5WI53X4OUCZBTBH5Z7SNT63YA,AHLCFOXSW7PKG6NWJAYZXJJBHCPQ","Mahender Singh,Vinay,Supratim Banerjee,Vinod Bhattu,Amitabha,RISHAV RAJ,khushal027,Shubham Gupta",4.2,30023
B07MDRGHWQ,"AFIU4APGHOFMXEOVMSQMYKMZ46QQ,AEOFYPCJJQYCKISUR6EC66IZH23Q,AFZSMXS2MILXOSTT2ZEJDE3W7TLQ,AFREYXJZFUSZT7YHDJ4JOF67O6VQ,AGMQDZGGSEBXX4KBJOBAGIFI36OA,AHJ7INNUX3KZSEZRJKFMRJAX7TZA,AGYTCTSUZJJZTK2XVADTQI5MYUFQ,AFZHLQMILG47ZESR5TLNB5QK66HQ","Amazon Customer,Yousuf,Raja Laxman,Pooja Thapa,Selva Vellingiri A,Nikhil Padwal,Bipin,sandip",4.2,4003
B07DC4RZPY,"AHDZE7UM6PQPAOJPJJ57QUHGGTAA,AGMGMQ6LB27Y52XFBO7LZIGDTRQQ,AHDGOGFRCP4B5THQ5VKLPGAAJE3A,AG7BFEWBPUBPVFTK47EIJDAYUBNQ,AHFXFKDFNJJ3YLNGE4XLHZQ7SSFA,AEWSD3QCFYD5ADR56HDWBWULBNQQ,AFPLVSCWQRLSJS7O5TQZGYIKR22A,AFZMFOHRXE5LIYRCW2W22ECGWLKA","Pete25,Bhanu,Naveen Kr Singh,kavan,BG,Aditya Biruly,Sachin. Christy,Hiral parmar",4.1,178817
B0B15GSPQW,"AHDIDVECFGA6OQRNUBPUO6366UGQ,AFSII6HTAHTHGXERUNDOISNWZUNQ,AF64ON4HPPVD43H6PK3CHPTTYSSQ,AELNBR4H6235Y7NVYNCGNABDIDFQ,AF35OXRSRJ335IGMNW5FYCJDLHOA,AE3CFONNMANNC5QPYIAXV67EUYUQ,AHCWRQHRUAVMTMUH5NYNB3P4NWEA,AGKZVBLHK472MSGAAUABFRZL7SYQ","Binu,Sabjan,Ramkapil,User,Amazon Customer,ganesh,basavaraj huggi,Mangesh Borkar",4.3,7109
B08GJNM9N7,"AHGPOB3Q2BTBR2WJNJCFAYF4XXLQ,AF6JPKFNHA43DUMRZJQVHXDCADLQ,AHYUXACLEPZESEULAWJJLHKCI3YA,AG3RZKI3Q6Y7BRBJE2NFACMPX4AA,AFPCVKEEIWUDAMLHTSLDAJU2M7UA,AHDZ5QFLMIQPV5OENYTUVIYT5W5A,AHW5KSBYWPGUVRIXU5JQFMT4RVXQ,AGVCA4HKBU7PAZKLJRLLCKK3ZXBQ","Saswat kumar Rout,Ashfaq Ahmed,Sharath Pothuganti,Krishvar,MANIKANTA KUMAR GOPI,Nitesh,Srinibash Nayak,Mohammad Kamran Ansari",3.7,490
B09C6FML9B,"AGQTTQWEOQLPO3PV6XEDCWZHVFNQ,AGYFG44KAEEQOVYBQRJHPVD32R2A,AGOPG26AJCZ7HH3S6SHL5EYLB2NQ,AFNTWPGFTBDG3Z4KM62YI5AGUEDQ,AF4FBOU77LUPQUR7IBGUCBHELUIA,AEOBRM4MERVEHV4O76DQMSU5CQKA,AEBBA2BEZHS7VHTVPTM33SUFOPLQ,AFU3RKW2HRVHNL6PFIZ7Q3ZYUSOA","Dr. R.,Ajay Tripathi,Ethan,Mangesh D Polekar,Fatima,Gokul Parmar,Mohit,Sagar s.",4.1,491
B0B65MJ45G,"AFQGGBH7UOPRRK6A4FS6UAHBBR6Q,AHUVPTZIP7GEDM62EIXKJOHXKX7Q,AELXEM4FYSUTAX3MW4N3MMWTA7HQ,AE3JXOT37VQRM3R7KJNLXD35X66Q,AEAXPZESQ6V7SHMWRZTWKF5BVINQ,AHBPQ3SLIIQJFBOG4LVVCOM57WNQ,AEQZHKTTW33WQUHSOP7XXLFKLHUQ,AFXM3NOWH4PAUM3GPYNYHNDSM2RQ","samarth shukla,Sanjeev Kumar,Gigi,G RAJAN,Srinu Jonnada,Ezaz Ashraf,Subhasisha B.,sudhansu sekhar khandai",3.9,61
B08P9RYPLR,"AHIKJUDTVJ4T6DV6IUGFYZ5LXMPA,AE55KTFVNXYFD5FPYWP2OUPEYNPQ,AEBWA5I4QFCA3P3OBEPMELBGN4GQ,AHMGAC6QM62UXNEOCZIHLHSXPP2Q,AFHROSCGIXUPV3FYQ7H5QOD46Q7Q,AEAMIR3CMSA32IDEINSJKHRNANTA,AF355FTXYAKFH5NYPRTE7SL3WO3Q,AG5DWPD54QGSLWJ6QUFERLPNAX4Q","$@|\|TO$|-|,Sethu madhav,Akash Thakur,Burger Planet,Justice ⚖️,indrajyoti d.,Aditya Kumar,E.C.GEORGE",4,9378
B0B6F8HHR6,"AHEVOQADJSSRX7DS325HSFLMP7VQ,AG7XYZRCSKX6G2OLO7DVZWIZ3PUQ,AE2THTCCQLBIUSWPF4CPXC6GGP7Q,AHUJZOV34DFEN55QQ5XOYKVKHV6Q,AELX4DI77ZHURZTDLYFU7XMP7R6Q,AE2ODWBBOBD2SITDDIEJ644OSRFQ,AFLW4WXYQ3G6HU5LBQORDDZO3FOQ,AGGRC2P6M43GDEWCAHGYAILCSKTQ","Manoj maddheshiya,Manoj Kumar Sahoo,Saumil s.,Jean-Louis M.,Mahesh,syed azhar abbas,prabakaran,Sidhu",4.2,32840
B084MZXJN6,"AHWC76VEMF5NNLUBQCANCBHLBRNQ,AEYYU3KIHUOI2TXTTMFGIGSO7Q6A,AGHDAMFVW6VIKXBXTJQO532AMIDQ,AEMWRPIH6QNSF63L73AYAG4BO74Q,AHF7VQLRU5JXP6RK73TKZND6LRXQ,AE4CY6H2MUWSFJ66OVTV6RBJCC3Q,AEZ3L5FPOTNXXQQKXUFH4PMJMXSA,AE7R6PIVOLTXM6HWGKPKBI7NBIVQ","VM,Dilip,The Mango Couple,Jogendra,Shashi Kumar,Ryan,Kannan,Santhosh",4.4,7318
B08XMG618K,"AEGJWEAXJNRH3OLXI7JE3VRTSNWA,AHYS2KFHX6V5IVVSTAAB4RXD4IHQ,AFTQUQ7MFBNNKFZM644MI322OPQA,AFQCR3ST6ASAGNFKVVXIJTEFH3DQ,AHKS4SN5RP5OHNOUF257Y6Z4QLLQ,AFVI6OGPXJR6553ANNV5WFPS5JWQ,AGNRPHZY2FNQOGUMEZG4RZJK5OZQ,AGA6O6L2CPTO7XPKKLPVCJMMKMAQ","Raja Vankadara,velidandi prasad,NagaTeja,venki,Sudheer,Anand achari,RAHUL KUMAR,Galab",4.1,789
B0BCKWZ884,"AGSP27IDVRXVVRJOLLTCIXFFIOTQ,AEKRTMFO55F2OPZOVRLGDC54LXGA,AF6ZHIURUWRGFOT5DIXQKXESA4BQ,AGLG6I5ESBM5JREGA7MXG77ODXHA,AHESEQ2NNWRCDBHDPB2CWTOLLZQQ,AHOZ3E25NUK65RTQ2KLYE74PTZ7Q,AEO55TYWLKVPVTNYRZZ7DNGZFSQQ,AHMGNDFAZFEDLG2QQBUI6Y5CN6GA","padmaprasaad,rahul kumria,dharmesh maradiya,sanjay,Goutham Ram,hiren parmar,ravichandra,Mehtab",4.3,407
B00GGGOYEK,"AFHX6LN2EGRSLCIKZERTK236KJWA,AGM6VKOVQWLVZW5NXUZ2SW6UHGJA,AGZLCVRZYQW3ADFS7GYJVKYQFE5Q,AEA2DZ4UBGO6GPVDVGEAIAQ2AMRA,AGE6XPOPKNMLZ7ZXBNTS4FQKJVWQ,AHASGLBOKKQJ22ZXE62YX7TBJMLA,AE54UCU6AOZMSSLTEX4RTUZXTI6Q,AE7GKHRXG35GBMJJDCQ2ALF4UQRA","Angsuman DUtta,Amjath sp,Amazon Customer,utpal roy,Mahesh,kavithakrishna,Sreeram,jhankar dhumketi",3.8,2399
B07ZR4S1G4,"AE22Y3KIS7SE6LI3HE2VS6WWPU4Q,AHWEYO2IJ5I5GDWZAHJK6NGYHFMA,AGYURQ3476BNT4D2O46THXEUY3SA,AFPMBSBIEX45OQ6UCQWPDG55GWLQ,AGWJU3WUQBDQYPSYAJSR3AKBLCOA,AEOVUNFCIFV223O536GVW5JHZKOA","Srinivas Pasumarthi,AM,Khushboo,Geetanjali Jha,champalal,Suchismita",4.4,2640
B09C635BMM,"AHPHVDOD3W672U45KKZQIJZTHLGQ,AGPYJRR7TI32QGUNYSFCA6T4OPMA,AHD3DG7REA3RLWBAR7RRD4FBJWZQ,AFZE7KG2W5XOGLTWA2J4CSAHNXWA,AHCAEA2HVGPCU36JGCIE45OQVG2Q,AH7F2AQYA3MVSXKJW3SJUG2UVLHA,AEUW2HNBJ3RXYHK2OXKXJ2Y3MCZQ,AEB2ODYYKIX6P2T3SP7PADBNKGPQ","Surya Praveen,Suraj Botre,Prashanth,Sacchidanand Pant,Shiva,Amritha Sunilkumar,Dr.Mohsin,Praveenkumar",4,839
